0;1079
1;1778
2;1968
3;1828
4;1709
5;1771
6;1678
7;1634
8;1525
9;1553
10;1505
11;1416
12;1385
13;1340
14;1293
15;1282
16;1304
17;1249
18;1155
19;1147
20;1151
21;1056
22;1115
23;991
24;973
25;944
26;941
27;884
28;895
29;804
30;883
31;818
32;799
33;724
34;787
35;734
36;659
37;676
38;689
39;617
40;628
41;609
42;579
43;561
44;528
45;512
46;529
47;504
48;492
49;449
50;472
51;409
52;478
53;384
54;410
55;416
56;384
57;372
58;373
59;340
60;308
61;359
62;317
63;348
64;325
65;316
66;285
67;273
68;268
69;264
70;268
71;241
72;229
73;241
74;243
75;216
76;210
77;182
78;216
79;203
80;197
81;187
82;184
83;186
84;176
85;175
86;159
87;166
88;154
89;149
90;144
91;137
92;142
93;136
94;135
95;130
96;120
97;106
98;118
99;108
100;109
101;98
102;91
103;110
104;105
105;94
106;80
107;84
108;68
109;74
110;70
111;79
112;74
113;94
114;64
115;74
116;53
117;54
118;63
119;64
120;55
121;70
122;57
123;57
124;60
125;43
126;47
127;48
128;39
129;54
130;42
131;51
132;38
133;38
134;46
135;37
136;44
137;31
138;30
139;43
140;30
141;28
142;28
143;37
144;25
145;28
146;35
147;29
148;22
149;17
150;23
151;29
152;16
153;22
154;33
155;15
156;21
157;24
158;23
159;19
160;17
161;19
162;17
163;15
164;22
165;17
166;15
167;17
168;19
169;17
170;12
171;21
172;15
173;13
174;10
175;12
176;17
177;15
178;11
179;21
180;11
181;19
182;19
183;10
184;16
185;14
186;12
187;19
188;11
189;8
190;11
191;20
192;8
193;15
194;12
195;3
196;16
197;18
198;4
199;8
200;7
201;10
202;10
203;14
204;13
205;11
206;5
207;11
208;6
209;7
210;14
211;8
212;8
213;5
214;6
215;10
216;8
217;7
218;13
219;14
220;8
221;4
222;4
223;7
224;7
225;3
226;3
227;4
228;13
229;12
230;8
231;0
232;8
233;8
234;7
235;7
236;0
237;12
238;8
239;5
240;8
241;0
242;8
243;5
244;7
245;0
246;8
247;0
248;0
249;4
250;4
251;0
252;0
253;7
254;3
255;15
256;6
257;0
258;8
259;8
260;4
261;2
262;0
263;0
264;1
265;0
266;8
267;6
268;8
269;0
270;0
271;0
272;0
273;0
274;0
275;3
276;0
277;0
278;0
279;4
280;0
281;0
282;8
283;0
284;6
285;0
286;0
287;0
288;0
289;0
290;0
291;7
292;0
293;0
294;0
295;0
296;0
297;0
298;0
299;0
300;0
301;0
302;0
303;0
304;0
305;0
306;3
307;0
308;0
309;0
310;0
311;0
312;0
313;0
314;0
315;0
316;0
317;0
318;0
319;0
320;0
321;0
322;0
323;0
324;0
325;0
326;0
327;0
328;0
329;0
330;0
331;0
332;0
333;0
334;0
335;0
336;0
337;0
338;0
339;0
340;0
341;0
342;0
343;0
344;0
345;0
346;0
347;0
348;2
349;0
350;0
351;0
352;0
353;0
354;0
355;0
356;0
357;0
358;0
